subject,behavior,count,total_duration_s,video_id
1st Goby,APART,3,11.373,g344
1st Goby,EAT,7,NA,g344
1st Goby,DEFENCE,3,NA,g344
1st Goby,DASH,0,NA,g344
1st Goby,OUT OF FRME,2,4.744,g344
1st Goby,BLACK EYES,8,199.902,g344
1st Goby,CHASE HETERO,0,NA,g344
1st Goby,CHASE CON,0,NA,g344
1st Goby,CHASE UNKNOWN,0,NA,g344
2nd Goby,INSIDE,0,0,g344
2nd Goby,EDGE,0,0,g344
2nd Goby,NEAR,0,0,g344
2nd Goby,AWAY,0,0,g344
2nd Goby,CONTACT,0,0,g344
2nd Goby,APART,0,0,g344
2nd Goby,EAT,0,NA,g344
2nd Goby,DEFENCE,0,NA,g344
2nd Goby,DASH,0,NA,g344
2nd Goby,OUT OF FRME,0,0,g344
2nd Goby,BLACK EYES,0,0,g344
2nd Goby,CHASE HETERO,0,NA,g344
2nd Goby,CHASE CON,0,NA,g344
2nd Goby,CHASE UNKNOWN,0,NA,g344
1st Shrimp,INSIDE,0,0,g345
1st Shrimp,EDGE,0,0,g345
1st Shrimp,NEAR,0,0,g345
1st Shrimp,AWAY,0,0,g345
1st Shrimp,CONTACT,0,0,g345
1st Shrimp,APART,0,0,g345
1st Shrimp,EAT,0,NA,g345
1st Shrimp,DEFENCE,0,NA,g345
1st Shrimp,DASH,0,NA,g345
1st Shrimp,OUT OF FRME,0,0,g345
1st Shrimp,BLACK EYES,0,0,g345
1st Shrimp,CHASE HETERO,0,NA,g345
1st Shrimp,CHASE CON,0,NA,g345
1st Shrimp,CHASE UNKNOWN,0,NA,g345
2nd Shrimp,INSIDE,0,0,g345
2nd Shrimp,EDGE,0,0,g345
2nd Shrimp,NEAR,0,0,g345
2nd Shrimp,AWAY,0,0,g345
2nd Shrimp,CONTACT,0,0,g345
2nd Shrimp,APART,0,0,g345
2nd Shrimp,EAT,0,NA,g345
2nd Shrimp,DEFENCE,0,NA,g345
2nd Shrimp,DASH,0,NA,g345
2nd Shrimp,OUT OF FRME,0,0,g345
2nd Shrimp,BLACK EYES,0,0,g345
2nd Shrimp,CHASE HETERO,0,NA,g345
2nd Shrimp,CHASE CON,0,NA,g345
2nd Shrimp,CHASE UNKNOWN,0,NA,g345
3rd Shrimp,INSIDE,0,0,g345
3rd Shrimp,EDGE,0,0,g345
3rd Shrimp,NEAR,0,0,g345
3rd Shrimp,AWAY,0,0,g345
3rd Shrimp,CONTACT,0,0,g345
3rd Shrimp,APART,0,0,g345
3rd Shrimp,EAT,0,NA,g345
3rd Shrimp,DEFENCE,0,NA,g345
3rd Shrimp,DASH,0,NA,g345
3rd Shrimp,OUT OF FRME,0,0,g345
3rd Shrimp,BLACK EYES,0,0,g345
3rd Shrimp,CHASE HETERO,0,NA,g345
3rd Shrimp,CHASE CON,0,NA,g345
3rd Shrimp,CHASE UNKNOWN,0,NA,g345
1st Goby,INSIDE,0,0,g345
1st Goby,EDGE,1,300,g345
1st Goby,NEAR,0,0,g345
1st Goby,AWAY,0,0,g345
1st Goby,CONTACT,1,300,g345
1st Goby,APART,0,0,g345
1st Goby,EAT,2,NA,g345
1st Goby,DEFENCE,0,NA,g345
1st Goby,DASH,0,NA,g345
1st Goby,OUT OF FRME,0,0,g345
1st Goby,BLACK EYES,0,0,g345
1st Goby,CHASE HETERO,0,NA,g345
1st Goby,CHASE CON,0,NA,g345
1st Goby,CHASE UNKNOWN,0,NA,g345
2nd Goby,INSIDE,0,0,g345
2nd Goby,EDGE,0,0,g345
2nd Goby,NEAR,0,0,g345
2nd Goby,AWAY,0,0,g345
2nd Goby,CONTACT,0,0,g345
2nd Goby,APART,0,0,g345
2nd Goby,EAT,0,NA,g345
2nd Goby,DEFENCE,0,NA,g345
2nd Goby,DASH,0,NA,g345
2nd Goby,OUT OF FRME,0,0,g345
2nd Goby,BLACK EYES,0,0,g345
2nd Goby,CHASE HETERO,0,NA,g345
2nd Goby,CHASE CON,0,NA,g345
2nd Goby,CHASE UNKNOWN,0,NA,g345
1st Shrimp,INSIDE,0,0,g346
1st Shrimp,EDGE,0,0,g346
1st Shrimp,NEAR,0,0,g346
1st Shrimp,AWAY,0,0,g346
1st Shrimp,CONTACT,0,0,g346
1st Shrimp,APART,0,0,g346
1st Shrimp,EAT,0,NA,g346
1st Shrimp,DEFENCE,0,NA,g346
1st Shrimp,DASH,0,NA,g346
1st Shrimp,OUT OF FRME,0,0,g346
1st Shrimp,BLACK EYES,0,0,g346
1st Shrimp,CHASE HETERO,0,NA,g346
1st Shrimp,CHASE CON,0,NA,g346
1st Shrimp,CHASE UNKNOWN,0,NA,g346
2nd Shrimp,INSIDE,0,0,g346
2nd Shrimp,EDGE,0,0,g346
2nd Shrimp,NEAR,0,0,g346
2nd Shrimp,AWAY,0,0,g346
2nd Shrimp,CONTACT,0,0,g346
2nd Shrimp,APART,0,0,g346
2nd Shrimp,EAT,0,NA,g346
2nd Shrimp,DEFENCE,0,NA,g346
2nd Shrimp,DASH,0,NA,g346
2nd Shrimp,OUT OF FRME,0,0,g346
2nd Shrimp,BLACK EYES,0,0,g346
2nd Shrimp,CHASE HETERO,0,NA,g346
2nd Shrimp,CHASE CON,0,NA,g346
2nd Shrimp,CHASE UNKNOWN,0,NA,g346
3rd Shrimp,INSIDE,0,0,g346
3rd Shrimp,EDGE,0,0,g346
3rd Shrimp,NEAR,0,0,g346
3rd Shrimp,AWAY,0,0,g346
3rd Shrimp,CONTACT,0,0,g346
3rd Shrimp,APART,0,0,g346
3rd Shrimp,EAT,0,NA,g346
3rd Shrimp,DEFENCE,0,NA,g346
3rd Shrimp,DASH,0,NA,g346
3rd Shrimp,OUT OF FRME,0,0,g346
3rd Shrimp,BLACK EYES,0,0,g346
3rd Shrimp,CHASE HETERO,0,NA,g346
3rd Shrimp,CHASE CON,0,NA,g346
3rd Shrimp,CHASE UNKNOWN,0,NA,g346
1st Goby,INSIDE,0,0,g346
1st Goby,EDGE,1,3,g346
1st Goby,NEAR,4,87.674,g346
1st Goby,AWAY,2,166.282,g346
1st Goby,CONTACT,3,251.53,g346
1st Goby,APART,4,48.464,g346
1st Goby,EAT,4,NA,g346
1st Goby,DEFENCE,4,NA,g346
1st Goby,DASH,0,NA,g346
1st Goby,OUT OF FRME,0,0,g346
1st Goby,BLACK EYES,4,223.829,g346
1st Goby,CHASE HETERO,0,NA,g346
1st Goby,CHASE CON,0,NA,g346
1st Goby,CHASE UNKNOWN,0,NA,g346
2nd Goby,INSIDE,0,0,g346
2nd Goby,EDGE,0,0,g346
2nd Goby,NEAR,0,0,g346
2nd Goby,AWAY,0,0,g346
2nd Goby,CONTACT,0,0,g346
2nd Goby,APART,0,0,g346
2nd Goby,EAT,0,NA,g346
2nd Goby,DEFENCE,0,NA,g346
2nd Goby,DASH,0,NA,g346
2nd Goby,OUT OF FRME,0,0,g346
2nd Goby,BLACK EYES,0,0,g346
2nd Goby,CHASE HETERO,0,NA,g346
2nd Goby,CHASE CON,0,NA,g346
2nd Goby,CHASE UNKNOWN,0,NA,g346
1st Shrimp,INSIDE,0,0,g347
1st Shrimp,EDGE,0,0,g347
1st Shrimp,NEAR,0,0,g347
1st Shrimp,AWAY,0,0,g347
1st Shrimp,CONTACT,0,0,g347
1st Shrimp,APART,0,0,g347
1st Shrimp,EAT,0,NA,g347
1st Shrimp,DEFENCE,0,NA,g347
1st Shrimp,DASH,0,NA,g347
1st Shrimp,OUT OF FRME,0,0,g347
1st Shrimp,BLACK EYES,0,0,g347
1st Shrimp,CHASE HETERO,0,NA,g347
1st Shrimp,CHASE CON,0,NA,g347
1st Shrimp,CHASE UNKNOWN,0,NA,g347
2nd Shrimp,INSIDE,0,0,g347
2nd Shrimp,EDGE,0,0,g347
2nd Shrimp,NEAR,0,0,g347
2nd Shrimp,AWAY,0,0,g347
2nd Shrimp,CONTACT,0,0,g347
2nd Shrimp,APART,0,0,g347
2nd Shrimp,EAT,0,NA,g347
2nd Shrimp,DEFENCE,0,NA,g347
2nd Shrimp,DASH,0,NA,g347
2nd Shrimp,OUT OF FRME,0,0,g347
2nd Shrimp,BLACK EYES,0,0,g347
2nd Shrimp,CHASE HETERO,0,NA,g347
2nd Shrimp,CHASE CON,0,NA,g347
2nd Shrimp,CHASE UNKNOWN,0,NA,g347
3rd Shrimp,INSIDE,0,0,g347
3rd Shrimp,EDGE,0,0,g347
3rd Shrimp,NEAR,0,0,g347
3rd Shrimp,AWAY,0,0,g347
3rd Shrimp,CONTACT,0,0,g347
3rd Shrimp,APART,0,0,g347
3rd Shrimp,EAT,0,NA,g347
3rd Shrimp,DEFENCE,0,NA,g347
3rd Shrimp,DASH,0,NA,g347
3rd Shrimp,OUT OF FRME,0,0,g347
3rd Shrimp,BLACK EYES,0,0,g347
3rd Shrimp,CHASE HETERO,0,NA,g347
3rd Shrimp,CHASE CON,0,NA,g347
3rd Shrimp,CHASE UNKNOWN,0,NA,g347
1st Goby,INSIDE,1,8.489,g347
1st Goby,EDGE,2,8.221,g347
1st Goby,NEAR,2,96.13,g347
1st Goby,AWAY,1,187.155,g347
1st Goby,CONTACT,2,299.285,g347
1st Goby,APART,1,0.713,g347
1st Goby,EAT,1,NA,g347
1st Goby,DEFENCE,2,NA,g347
1st Goby,DASH,1,NA,g347
1st Goby,OUT OF FRME,0,0,g347
1st Goby,BLACK EYES,5,159.908,g347
1st Goby,CHASE HETERO,0,NA,g347
1st Goby,CHASE CON,0,NA,g347
1st Goby,CHASE UNKNOWN,0,NA,g347
2nd Goby,INSIDE,0,0,g347
2nd Goby,EDGE,0,0,g347
2nd Goby,NEAR,0,0,g347
2nd Goby,AWAY,0,0,g347
2nd Goby,CONTACT,0,0,g347
2nd Goby,APART,0,0,g347
2nd Goby,EAT,0,NA,g347
2nd Goby,DEFENCE,0,NA,g347
2nd Goby,DASH,0,NA,g347
2nd Goby,OUT OF FRME,0,0,g347
2nd Goby,BLACK EYES,0,0,g347
2nd Goby,CHASE HETERO,0,NA,g347
2nd Goby,CHASE CON,0,NA,g347
2nd Goby,CHASE UNKNOWN,0,NA,g347
1st Shrimp,INSIDE,0,0,g348
1st Shrimp,EDGE,0,0,g348
1st Shrimp,NEAR,0,0,g348
1st Shrimp,AWAY,0,0,g348
1st Shrimp,CONTACT,0,0,g348
1st Shrimp,APART,0,0,g348
1st Shrimp,EAT,0,NA,g348
1st Shrimp,DEFENCE,0,NA,g348
1st Shrimp,DASH,0,NA,g348
1st Shrimp,OUT OF FRME,0,0,g348
1st Shrimp,BLACK EYES,0,0,g348
1st Shrimp,CHASE HETERO,0,NA,g348
1st Shrimp,CHASE CON,0,NA,g348
1st Shrimp,CHASE UNKNOWN,0,NA,g348
2nd Shrimp,INSIDE,0,0,g348
2nd Shrimp,EDGE,0,0,g348
2nd Shrimp,NEAR,0,0,g348
2nd Shrimp,AWAY,0,0,g348
2nd Shrimp,CONTACT,0,0,g348
2nd Shrimp,APART,0,0,g348
2nd Shrimp,EAT,0,NA,g348
2nd Shrimp,DEFENCE,0,NA,g348
2nd Shrimp,DASH,0,NA,g348
2nd Shrimp,OUT OF FRME,0,0,g348
2nd Shrimp,BLACK EYES,0,0,g348
2nd Shrimp,CHASE HETERO,0,NA,g348
2nd Shrimp,CHASE CON,0,NA,g348
2nd Shrimp,CHASE UNKNOWN,0,NA,g348
3rd Shrimp,INSIDE,0,0,g348
3rd Shrimp,EDGE,0,0,g348
3rd Shrimp,NEAR,0,0,g348
3rd Shrimp,AWAY,0,0,g348
3rd Shrimp,CONTACT,0,0,g348
3rd Shrimp,APART,0,0,g348
3rd Shrimp,EAT,0,NA,g348
3rd Shrimp,DEFENCE,0,NA,g348
3rd Shrimp,DASH,0,NA,g348
3rd Shrimp,OUT OF FRME,0,0,g348
3rd Shrimp,BLACK EYES,0,0,g348
3rd Shrimp,CHASE HETERO,0,NA,g348
3rd Shrimp,CHASE CON,0,NA,g348
3rd Shrimp,CHASE UNKNOWN,0,NA,g348
1st Goby,INSIDE,0,0,g348
1st Goby,EDGE,2,18.488,g348
1st Goby,NEAR,5,184.789,g348
1st Goby,AWAY,3,96.714,g348
1st Goby,CONTACT,3,67.914,g348
1st Goby,APART,3,232.081,g348
1st Goby,EAT,0,NA,g348
1st Goby,DEFENCE,6,NA,g348
1st Goby,DASH,0,NA,g348
1st Goby,OUT OF FRME,0,0,g348
1st Goby,BLACK EYES,4,182.513,g348
1st Goby,CHASE HETERO,0,NA,g348
1st Goby,CHASE CON,0,NA,g348
1st Goby,CHASE UNKNOWN,0,NA,g348
2nd Goby,INSIDE,0,0,g348
2nd Goby,EDGE,0,0,g348
2nd Goby,NEAR,0,0,g348
2nd Goby,AWAY,0,0,g348
2nd Goby,CONTACT,0,0,g348
2nd Goby,APART,0,0,g348
2nd Goby,EAT,0,NA,g348
2nd Goby,DEFENCE,0,NA,g348
2nd Goby,DASH,0,NA,g348
2nd Goby,OUT OF FRME,0,0,g348
2nd Goby,BLACK EYES,0,0,g348
2nd Goby,CHASE HETERO,0,NA,g348
2nd Goby,CHASE CON,0,NA,g348
2nd Goby,CHASE UNKNOWN,0,NA,g348
1st Shrimp,INSIDE,0,0,g349
1st Shrimp,EDGE,0,0,g349
1st Shrimp,NEAR,0,0,g349
1st Shrimp,AWAY,0,0,g349
1st Shrimp,CONTACT,0,0,g349
1st Shrimp,APART,0,0,g349
1st Shrimp,EAT,0,NA,g349
1st Shrimp,DEFENCE,0,NA,g349
1st Shrimp,DASH,0,NA,g349
1st Shrimp,OUT OF FRME,0,0,g349
1st Shrimp,BLACK EYES,0,0,g349
1st Shrimp,CHASE HETERO,0,NA,g349
1st Shrimp,CHASE CON,0,NA,g349
1st Shrimp,CHASE UNKNOWN,0,NA,g349
2nd Shrimp,INSIDE,0,0,g349
2nd Shrimp,EDGE,0,0,g349
2nd Shrimp,NEAR,0,0,g349
2nd Shrimp,AWAY,0,0,g349
2nd Shrimp,CONTACT,0,0,g349
2nd Shrimp,APART,0,0,g349
2nd Shrimp,EAT,0,NA,g349
2nd Shrimp,DEFENCE,0,NA,g349
2nd Shrimp,DASH,0,NA,g349
2nd Shrimp,OUT OF FRME,0,0,g349
2nd Shrimp,BLACK EYES,0,0,g349
2nd Shrimp,CHASE HETERO,0,NA,g349
2nd Shrimp,CHASE CON,0,NA,g349
2nd Shrimp,CHASE UNKNOWN,0,NA,g349
3rd Shrimp,INSIDE,0,0,g349
3rd Shrimp,EDGE,0,0,g349
3rd Shrimp,NEAR,0,0,g349
3rd Shrimp,AWAY,0,0,g349
3rd Shrimp,CONTACT,0,0,g349
3rd Shrimp,APART,0,0,g349
3rd Shrimp,EAT,0,NA,g349
3rd Shrimp,DEFENCE,0,NA,g349
3rd Shrimp,DASH,0,NA,g349
3rd Shrimp,OUT OF FRME,0,0,g349
3rd Shrimp,BLACK EYES,0,0,g349
3rd Shrimp,CHASE HETERO,0,NA,g349
3rd Shrimp,CHASE CON,0,NA,g349
3rd Shrimp,CHASE UNKNOWN,0,NA,g349
1st Goby,INSIDE,0,0,g349
1st Goby,EDGE,1,1.236,g349
1st Goby,NEAR,3,179.732,g349
1st Goby,AWAY,3,119.026,g349
1st Goby,CONTACT,4,258.819,g349
1st Goby,APART,4,41.174,g349
1st Goby,EAT,11,NA,g349
1st Goby,DEFENCE,0,NA,g349
1st Goby,DASH,0,NA,g349
1st Goby,OUT OF FRME,0,0,g349
1st Goby,BLACK EYES,0,0,g349
1st Goby,CHASE HETERO,0,NA,g349
1st Goby,CHASE CON,0,NA,g349
1st Goby,CHASE UNKNOWN,0,NA,g349
2nd Goby,INSIDE,0,0,g349
2nd Goby,EDGE,0,0,g349
2nd Goby,NEAR,0,0,g349
2nd Goby,AWAY,0,0,g349
2nd Goby,CONTACT,0,0,g349
2nd Goby,APART,0,0,g349
2nd Goby,EAT,0,NA,g349
2nd Goby,DEFENCE,0,NA,g349
2nd Goby,DASH,0,NA,g349
2nd Goby,OUT OF FRME,0,0,g349
2nd Goby,BLACK EYES,0,0,g349
2nd Goby,CHASE HETERO,0,NA,g349
2nd Goby,CHASE CON,0,NA,g349
2nd Goby,CHASE UNKNOWN,0,NA,g349
1st Shrimp,INSIDE,0,0,g350
1st Shrimp,EDGE,0,0,g350
1st Shrimp,NEAR,0,0,g350
1st Shrimp,AWAY,0,0,g350
1st Shrimp,CONTACT,0,0,g350
1st Shrimp,APART,0,0,g350
1st Shrimp,EAT,0,NA,g350
1st Shrimp,DEFENCE,0,NA,g350
1st Shrimp,DASH,0,NA,g350
1st Shrimp,OUT OF FRME,0,0,g350
1st Shrimp,BLACK EYES,0,0,g350
1st Shrimp,CHASE HETERO,0,NA,g350
1st Shrimp,CHASE CON,0,NA,g350
1st Shrimp,CHASE UNKNOWN,0,NA,g350
2nd Shrimp,INSIDE,0,0,g350
2nd Shrimp,EDGE,0,0,g350
2nd Shrimp,NEAR,0,0,g350
2nd Shrimp,AWAY,0,0,g350
2nd Shrimp,CONTACT,0,0,g350
2nd Shrimp,APART,0,0,g350
2nd Shrimp,EAT,0,NA,g350
2nd Shrimp,DEFENCE,0,NA,g350
2nd Shrimp,DASH,0,NA,g350
2nd Shrimp,OUT OF FRME,0,0,g350
2nd Shrimp,BLACK EYES,0,0,g350
2nd Shrimp,CHASE HETERO,0,NA,g350
2nd Shrimp,CHASE CON,0,NA,g350
2nd Shrimp,CHASE UNKNOWN,0,NA,g350
3rd Shrimp,INSIDE,0,0,g350
3rd Shrimp,EDGE,0,0,g350
3rd Shrimp,NEAR,0,0,g350
3rd Shrimp,AWAY,0,0,g350
3rd Shrimp,CONTACT,0,0,g350
3rd Shrimp,APART,0,0,g350
3rd Shrimp,EAT,0,NA,g350
3rd Shrimp,DEFENCE,0,NA,g350
3rd Shrimp,DASH,0,NA,g350
3rd Shrimp,OUT OF FRME,0,0,g350
3rd Shrimp,BLACK EYES,0,0,g350
3rd Shrimp,CHASE HETERO,0,NA,g350
3rd Shrimp,CHASE CON,0,NA,g350
3rd Shrimp,CHASE UNKNOWN,0,NA,g350
1st Goby,INSIDE,0,0,g350
1st Goby,EDGE,2,132.578,g350
1st Goby,NEAR,4,34.04,g350
1st Goby,AWAY,2,133.375,g350
1st Goby,CONTACT,7,285.407,g350
1st Goby,APART,6,14.581,g350
1st Goby,EAT,7,NA,g350
1st Goby,DEFENCE,0,NA,g350
1st Goby,DASH,0,NA,g350
1st Goby,OUT OF FRME,1,1.216,g350
1st Goby,BLACK EYES,0,0,g350
1st Goby,CHASE HETERO,0,NA,g350
1st Goby,CHASE CON,0,NA,g350
1st Goby,CHASE UNKNOWN,0,NA,g350
2nd Goby,INSIDE,0,0,g350
2nd Goby,EDGE,0,0,g350
2nd Goby,NEAR,0,0,g350
2nd Goby,AWAY,0,0,g350
2nd Goby,CONTACT,0,0,g350
2nd Goby,APART,0,0,g350
2nd Goby,EAT,0,NA,g350
2nd Goby,DEFENCE,0,NA,g350
2nd Goby,DASH,0,NA,g350
2nd Goby,OUT OF FRME,0,0,g350
2nd Goby,BLACK EYES,0,0,g350
2nd Goby,CHASE HETERO,0,NA,g350
2nd Goby,CHASE CON,0,NA,g350
2nd Goby,CHASE UNKNOWN,0,NA,g350
1st Shrimp,INSIDE,0,0,g351
1st Shrimp,EDGE,0,0,g351
1st Shrimp,NEAR,0,0,g351
1st Shrimp,AWAY,0,0,g351
1st Shrimp,CONTACT,0,0,g351
1st Shrimp,APART,0,0,g351
1st Shrimp,EAT,0,NA,g351
1st Shrimp,DEFENCE,0,NA,g351
1st Shrimp,DASH,0,NA,g351
1st Shrimp,OUT OF FRME,0,0,g351
1st Shrimp,BLACK EYES,0,0,g351
1st Shrimp,CHASE HETERO,0,NA,g351
1st Shrimp,CHASE CON,0,NA,g351
1st Shrimp,CHASE UNKNOWN,0,NA,g351
2nd Shrimp,INSIDE,0,0,g351
2nd Shrimp,EDGE,0,0,g351
2nd Shrimp,NEAR,0,0,g351
2nd Shrimp,AWAY,0,0,g351
2nd Shrimp,CONTACT,0,0,g351
2nd Shrimp,APART,0,0,g351
2nd Shrimp,EAT,0,NA,g351
2nd Shrimp,DEFENCE,0,NA,g351
2nd Shrimp,DASH,0,NA,g351
2nd Shrimp,OUT OF FRME,0,0,g351
2nd Shrimp,BLACK EYES,0,0,g351
2nd Shrimp,CHASE HETERO,0,NA,g351
2nd Shrimp,CHASE CON,0,NA,g351
2nd Shrimp,CHASE UNKNOWN,0,NA,g351
3rd Shrimp,INSIDE,0,0,g351
3rd Shrimp,EDGE,0,0,g351
3rd Shrimp,NEAR,0,0,g351
3rd Shrimp,AWAY,0,0,g351
3rd Shrimp,CONTACT,0,0,g351
3rd Shrimp,APART,0,0,g351
3rd Shrimp,EAT,0,NA,g351
3rd Shrimp,DEFENCE,0,NA,g351
3rd Shrimp,DASH,0,NA,g351
3rd Shrimp,OUT OF FRME,0,0,g351
3rd Shrimp,BLACK EYES,0,0,g351
3rd Shrimp,CHASE HETERO,0,NA,g351
3rd Shrimp,CHASE CON,0,NA,g351
3rd Shrimp,CHASE UNKNOWN,0,NA,g351
1st Goby,INSIDE,0,0,g351
1st Goby,EDGE,1,32.072,g351
1st Goby,NEAR,5,159.013,g351
1st Goby,AWAY,5,108.905,g351
1st Goby,CONTACT,16,243.026,g351
1st Goby,APART,15,56.944,g351
1st Goby,EAT,8,NA,g351
1st Goby,DEFENCE,0,NA,g351
1st Goby,DASH,0,NA,g351
1st Goby,OUT OF FRME,0,0,g351
1st Goby,BLACK EYES,0,0,g351
1st Goby,CHASE HETERO,0,NA,g351
1st Goby,CHASE CON,0,NA,g351
1st Goby,CHASE UNKNOWN,0,NA,g351
2nd Goby,INSIDE,0,0,g351
2nd Goby,EDGE,0,0,g351
2nd Goby,NEAR,0,0,g351
2nd Goby,AWAY,0,0,g351
2nd Goby,CONTACT,0,0,g351
2nd Goby,APART,0,0,g351
2nd Goby,EAT,0,NA,g351
2nd Goby,DEFENCE,0,NA,g351
2nd Goby,DASH,0,NA,g351
2nd Goby,OUT OF FRME,0,0,g351
2nd Goby,BLACK EYES,0,0,g351
2nd Goby,CHASE HETERO,0,NA,g351
2nd Goby,CHASE CON,0,NA,g351
2nd Goby,CHASE UNKNOWN,0,NA,g351
1st Shrimp,INSIDE,0,0,g352
1st Shrimp,EDGE,0,0,g352
1st Shrimp,NEAR,0,0,g352
1st Shrimp,AWAY,0,0,g352
1st Shrimp,CONTACT,0,0,g352
1st Shrimp,APART,0,0,g352
1st Shrimp,EAT,0,NA,g352
1st Shrimp,DEFENCE,0,NA,g352
1st Shrimp,DASH,0,NA,g352
1st Shrimp,OUT OF FRME,0,0,g352
1st Shrimp,BLACK EYES,0,0,g352
1st Shrimp,CHASE HETERO,0,NA,g352
1st Shrimp,CHASE CON,0,NA,g352
1st Shrimp,CHASE UNKNOWN,0,NA,g352
2nd Shrimp,INSIDE,0,0,g352
2nd Shrimp,EDGE,0,0,g352
2nd Shrimp,NEAR,0,0,g352
2nd Shrimp,AWAY,0,0,g352
2nd Shrimp,CONTACT,0,0,g352
2nd Shrimp,APART,0,0,g352
2nd Shrimp,EAT,0,NA,g352
2nd Shrimp,DEFENCE,0,NA,g352
2nd Shrimp,DASH,0,NA,g352
2nd Shrimp,OUT OF FRME,0,0,g352
2nd Shrimp,BLACK EYES,0,0,g352
2nd Shrimp,CHASE HETERO,0,NA,g352
2nd Shrimp,CHASE CON,0,NA,g352
2nd Shrimp,CHASE UNKNOWN,0,NA,g352
3rd Shrimp,INSIDE,0,0,g352
3rd Shrimp,EDGE,0,0,g352
3rd Shrimp,NEAR,0,0,g352
3rd Shrimp,AWAY,0,0,g352
3rd Shrimp,CONTACT,0,0,g352
3rd Shrimp,APART,0,0,g352
3rd Shrimp,EAT,0,NA,g352
3rd Shrimp,DEFENCE,0,NA,g352
3rd Shrimp,DASH,0,NA,g352
3rd Shrimp,OUT OF FRME,0,0,g352
3rd Shrimp,BLACK EYES,0,0,g352
3rd Shrimp,CHASE HETERO,0,NA,g352
3rd Shrimp,CHASE CON,0,NA,g352
3rd Shrimp,CHASE UNKNOWN,0,NA,g352
1st Goby,INSIDE,0,0,g352
1st Goby,EDGE,0,0,g352
1st Goby,NEAR,0,0,g352
1st Goby,AWAY,1,300,g352
1st Goby,CONTACT,0,0,g352
1st Goby,APART,1,300,g352
1st Goby,EAT,0,NA,g352
1st Goby,DEFENCE,0,NA,g352
1st Goby,DASH,0,NA,g352
1st Goby,OUT OF FRME,1,280.569,g352
1st Goby,BLACK EYES,0,0,g352
1st Goby,CHASE HETERO,0,NA,g352
1st Goby,CHASE CON,0,NA,g352
1st Goby,CHASE UNKNOWN,0,NA,g352
2nd Goby,INSIDE,0,0,g352
2nd Goby,EDGE,0,0,g352
2nd Goby,NEAR,0,0,g352
2nd Goby,AWAY,0,0,g352
2nd Goby,CONTACT,0,0,g352
2nd Goby,APART,0,0,g352
2nd Goby,EAT,0,NA,g352
2nd Goby,DEFENCE,0,NA,g352
2nd Goby,DASH,0,NA,g352
2nd Goby,OUT OF FRME,0,0,g352
2nd Goby,BLACK EYES,0,0,g352
2nd Goby,CHASE HETERO,0,NA,g352
2nd Goby,CHASE CON,0,NA,g352
2nd Goby,CHASE UNKNOWN,0,NA,g352
1st Shrimp,INSIDE,0,0,g353
1st Shrimp,EDGE,0,0,g353
1st Shrimp,NEAR,0,0,g353
1st Shrimp,AWAY,0,0,g353
1st Shrimp,CONTACT,0,0,g353
1st Shrimp,APART,0,0,g353
1st Shrimp,EAT,0,NA,g353
1st Shrimp,DEFENCE,0,NA,g353
1st Shrimp,DASH,0,NA,g353
1st Shrimp,OUT OF FRME,0,0,g353
1st Shrimp,BLACK EYES,0,0,g353
1st Shrimp,CHASE HETERO,0,NA,g353
1st Shrimp,CHASE CON,0,NA,g353
1st Shrimp,CHASE UNKNOWN,0,NA,g353
2nd Shrimp,INSIDE,0,0,g353
2nd Shrimp,EDGE,0,0,g353
2nd Shrimp,NEAR,0,0,g353
2nd Shrimp,AWAY,0,0,g353
2nd Shrimp,CONTACT,0,0,g353
2nd Shrimp,APART,0,0,g353
2nd Shrimp,EAT,0,NA,g353
2nd Shrimp,DEFENCE,0,NA,g353
2nd Shrimp,DASH,0,NA,g353
2nd Shrimp,OUT OF FRME,0,0,g353
2nd Shrimp,BLACK EYES,0,0,g353
2nd Shrimp,CHASE HETERO,0,NA,g353
2nd Shrimp,CHASE CON,0,NA,g353
2nd Shrimp,CHASE UNKNOWN,0,NA,g353
3rd Shrimp,INSIDE,0,0,g353
3rd Shrimp,EDGE,0,0,g353
3rd Shrimp,NEAR,0,0,g353
3rd Shrimp,AWAY,0,0,g353
3rd Shrimp,CONTACT,0,0,g353
3rd Shrimp,APART,0,0,g353
3rd Shrimp,EAT,0,NA,g353
3rd Shrimp,DEFENCE,0,NA,g353
3rd Shrimp,DASH,0,NA,g353
3rd Shrimp,OUT OF FRME,0,0,g353
3rd Shrimp,BLACK EYES,0,0,g353
3rd Shrimp,CHASE HETERO,0,NA,g353
3rd Shrimp,CHASE CON,0,NA,g353
3rd Shrimp,CHASE UNKNOWN,0,NA,g353
1st Goby,INSIDE,0,0,g353
1st Goby,EDGE,1,225.47,g353
1st Goby,NEAR,2,1.004,g353
1st Goby,AWAY,2,73.522,g353
1st Goby,CONTACT,1,225.47,g353
1st Goby,APART,2,74.528,g353
1st Goby,EAT,0,NA,g353
1st Goby,DEFENCE,0,NA,g353
1st Goby,DASH,0,NA,g353
1st Goby,OUT OF FRME,1,32.673,g353
1st Goby,BLACK EYES,0,0,g353
1st Goby,CHASE HETERO,0,NA,g353
1st Goby,CHASE CON,0,NA,g353
1st Goby,CHASE UNKNOWN,0,NA,g353
2nd Goby,INSIDE,0,0,g353
2nd Goby,EDGE,0,0,g353
2nd Goby,NEAR,0,0,g353
