video_id,subject,behavior,modifiers,count,total_duration_s,duration_mean_s,duration_std_dev,inter_event_intervals_mean_s,inter_event_intervals_std_dev,percent_of_total_length
g309,1st Goby,AWAY,,1,212.95,212.95,NA,NA,NA,71
g309,1st Goby,CONTACT,,7,256.739,36.677,66.165,6.277,7.511,85.6
g309,1st Shrimp,INSIDE,,0,0,0,NA,-,-,0
g309,1st Shrimp,EDGE,,0,0,0,NA,-,-,0
g309,1st Shrimp,NEAR,,0,0,0,NA,-,-,0
g309,1st Shrimp,AWAY,,0,0,0,NA,-,-,0
g309,1st Shrimp,CONTACT,,0,0,0,NA,-,-,0
g309,1st Shrimp,APART,,0,0,0,NA,-,-,0
g309,1st Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g309,1st Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g309,2nd Goby,INSIDE,,0,0,0,NA,-,-,0
g309,2nd Goby,EDGE,,0,0,0,NA,-,-,0
g309,2nd Goby,NEAR,,0,0,0,NA,-,-,0
g309,2nd Goby,AWAY,,0,0,0,NA,-,-,0
g309,2nd Goby,CONTACT,,0,0,0,NA,-,-,0
g309,2nd Goby,APART,,0,0,0,NA,-,-,0
g309,2nd Goby,OUT OF FRME,,0,0,0,NA,-,-,0
g309,2nd Goby,BLACK EYES,,0,0,0,NA,-,-,0
g309,2nd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g309,2nd Shrimp,EDGE,,0,0,0,NA,-,-,0
g309,2nd Shrimp,NEAR,,0,0,0,NA,-,-,0
g309,2nd Shrimp,AWAY,,0,0,0,NA,-,-,0
g309,2nd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g309,2nd Shrimp,APART,,0,0,0,NA,-,-,0
g309,2nd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g309,2nd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g309,3rd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g309,3rd Shrimp,EDGE,,0,0,0,NA,-,-,0
g309,3rd Shrimp,NEAR,,0,0,0,NA,-,-,0
g309,3rd Shrimp,AWAY,,0,0,0,NA,-,-,0
g309,3rd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g309,3rd Shrimp,APART,,0,0,0,NA,-,-,0
g309,3rd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g309,3rd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g310,1st Goby,INSIDE,,0,0,0,NA,-,-,0
g310,1st Goby,OUT OF FRME,,1,0.77,0.77,NA,NA,NA,0.3
g310,1st Goby,EDGE,,1,4.451,4.451,NA,NA,NA,1.5
g310,1st Goby,BLACK EYES,,3,43.373,14.458,11.298,15.977,7.754,14.5
g310,1st Goby,NEAR,,3,47.133,15.711,12.637,48.097,61.723,15.7
g310,1st Goby,APART,,5,49.33,9.866,16.779,62.667,27.035,16.4
g310,1st Goby,AWAY,,2,248.411,124.206,45.913,32.754,NA,82.8
g310,1st Goby,CONTACT,,4,250.662,62.665,27.035,1.182,0.708,83.6
g310,1st Shrimp,INSIDE,,0,0,0,NA,-,-,0
g310,1st Shrimp,EDGE,,0,0,0,NA,-,-,0
g310,1st Shrimp,NEAR,,0,0,0,NA,-,-,0
g310,1st Shrimp,AWAY,,0,0,0,NA,-,-,0
g310,1st Shrimp,CONTACT,,0,0,0,NA,-,-,0
g310,1st Shrimp,APART,,0,0,0,NA,-,-,0
g310,1st Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g310,1st Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g310,2nd Goby,INSIDE,,0,0,0,NA,-,-,0
g310,2nd Goby,EDGE,,0,0,0,NA,-,-,0
g310,2nd Goby,NEAR,,0,0,0,NA,-,-,0
g310,2nd Goby,AWAY,,0,0,0,NA,-,-,0
g310,2nd Goby,CONTACT,,0,0,0,NA,-,-,0
g310,2nd Goby,APART,,0,0,0,NA,-,-,0
g310,2nd Goby,OUT OF FRME,,0,0,0,NA,-,-,0
g310,2nd Goby,BLACK EYES,,0,0,0,NA,-,-,0
g310,2nd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g310,2nd Shrimp,EDGE,,0,0,0,NA,-,-,0
g310,2nd Shrimp,NEAR,,0,0,0,NA,-,-,0
g310,2nd Shrimp,AWAY,,0,0,0,NA,-,-,0
g310,2nd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g310,2nd Shrimp,APART,,0,0,0,NA,-,-,0
g310,2nd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g310,2nd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g310,3rd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g310,3rd Shrimp,EDGE,,0,0,0,NA,-,-,0
g310,3rd Shrimp,NEAR,,0,0,0,NA,-,-,0
g310,3rd Shrimp,AWAY,,0,0,0,NA,-,-,0
g310,3rd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g310,3rd Shrimp,APART,,0,0,0,NA,-,-,0
g310,3rd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g310,3rd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g311,1st Goby,INSIDE,,0,0,0,NA,-,-,0
g311,1st Goby,EDGE,,0,0,0,NA,-,-,0
g311,1st Goby,OUT OF FRME,,0,0,0,NA,-,-,0
g311,1st Goby,AWAY,,2,65.746,32.873,44.73,135.601,NA,21.9
g311,1st Goby,CONTACT,,5,106.182,21.236,19.818,18.494,16.074,35.4
g311,1st Goby,BLACK EYES,,4,119.699,29.925,51.564,57.224,14.978,39.9
g311,1st Goby,APART,,6,193.808,32.301,35.508,21.238,19.818,64.6
g311,1st Goby,NEAR,,2,234.251,117.126,26.125,1.246,NA,78.1
g311,1st Shrimp,INSIDE,,0,0,0,NA,-,-,0
g311,1st Shrimp,EDGE,,0,0,0,NA,-,-,0
g311,1st Shrimp,NEAR,,0,0,0,NA,-,-,0
g311,1st Shrimp,AWAY,,0,0,0,NA,-,-,0
g311,1st Shrimp,CONTACT,,0,0,0,NA,-,-,0
g311,1st Shrimp,APART,,0,0,0,NA,-,-,0
g311,1st Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g311,1st Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g311,2nd Goby,INSIDE,,0,0,0,NA,-,-,0
g311,2nd Goby,EDGE,,0,0,0,NA,-,-,0
g311,2nd Goby,NEAR,,0,0,0,NA,-,-,0
g311,2nd Goby,AWAY,,0,0,0,NA,-,-,0
g311,2nd Goby,CONTACT,,0,0,0,NA,-,-,0
g311,2nd Goby,APART,,0,0,0,NA,-,-,0
g311,2nd Goby,OUT OF FRME,,0,0,0,NA,-,-,0
g311,2nd Goby,BLACK EYES,,0,0,0,NA,-,-,0
g311,2nd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g311,2nd Shrimp,EDGE,,0,0,0,NA,-,-,0
g311,2nd Shrimp,NEAR,,0,0,0,NA,-,-,0
g311,2nd Shrimp,AWAY,,0,0,0,NA,-,-,0
g311,2nd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g311,2nd Shrimp,APART,,0,0,0,NA,-,-,0
g311,2nd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g311,2nd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g311,3rd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g311,3rd Shrimp,EDGE,,0,0,0,NA,-,-,0
g311,3rd Shrimp,NEAR,,0,0,0,NA,-,-,0
g311,3rd Shrimp,AWAY,,0,0,0,NA,-,-,0
g311,3rd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g311,3rd Shrimp,APART,,0,0,0,NA,-,-,0
g311,3rd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g311,3rd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g312,1st Goby,INSIDE,,0,0,0,NA,-,-,0
g312,1st Goby,OUT OF FRME,,0,0,0,NA,-,-,0
g312,1st Goby,BLACK EYES,,1,31.548,31.548,NA,NA,NA,10.5
g312,1st Goby,NEAR,,2,31.797,15.899,19.658,42.51,NA,10.6
g312,1st Goby,EDGE,,1,42.508,42.508,NA,NA,NA,14.2
g312,1st Goby,APART,,3,63.037,21.012,21.147,47.813,58.417,21
g312,1st Goby,AWAY,,2,225.691,112.845,40.958,74.309,NA,75.2
g312,1st Goby,CONTACT,,4,236.957,59.239,37.864,21.014,21.147,79
g312,1st Shrimp,INSIDE,,0,0,0,NA,-,-,0
g312,1st Shrimp,EDGE,,0,0,0,NA,-,-,0
g312,1st Shrimp,NEAR,,0,0,0,NA,-,-,0
g312,1st Shrimp,AWAY,,0,0,0,NA,-,-,0
g312,1st Shrimp,CONTACT,,0,0,0,NA,-,-,0
g312,1st Shrimp,APART,,0,0,0,NA,-,-,0
g312,1st Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g312,1st Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g312,2nd Goby,INSIDE,,0,0,0,NA,-,-,0
g312,2nd Goby,EDGE,,0,0,0,NA,-,-,0
g312,2nd Goby,NEAR,,0,0,0,NA,-,-,0
g312,2nd Goby,AWAY,,0,0,0,NA,-,-,0
g312,2nd Goby,CONTACT,,0,0,0,NA,-,-,0
g312,2nd Goby,APART,,0,0,0,NA,-,-,0
g312,2nd Goby,OUT OF FRME,,0,0,0,NA,-,-,0
g312,2nd Goby,BLACK EYES,,0,0,0,NA,-,-,0
g312,2nd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g312,2nd Shrimp,EDGE,,0,0,0,NA,-,-,0
g312,2nd Shrimp,NEAR,,0,0,0,NA,-,-,0
g312,2nd Shrimp,AWAY,,0,0,0,NA,-,-,0
g312,2nd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g312,2nd Shrimp,APART,,0,0,0,NA,-,-,0
g312,2nd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g312,2nd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g312,3rd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g312,3rd Shrimp,EDGE,,0,0,0,NA,-,-,0
g312,3rd Shrimp,NEAR,,0,0,0,NA,-,-,0
g312,3rd Shrimp,AWAY,,0,0,0,NA,-,-,0
g312,3rd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g312,3rd Shrimp,APART,,0,0,0,NA,-,-,0
g312,3rd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g312,3rd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g313,1st Goby,INSIDE,,0,0,0,NA,-,-,0
g313,1st Goby,EDGE,,0,0,0,NA,-,-,0
g313,1st Goby,NEAR,,0,0,0,NA,-,-,0
g313,1st Goby,APART,,0,0,0,NA,-,-,0
g313,1st Goby,OUT OF FRME,,0,0,0,NA,-,-,0
g313,1st Goby,BLACK EYES,,0,0,0,NA,-,-,0
g313,1st Goby,AWAY,,1,300,300,NA,NA,NA,100
g313,1st Goby,CONTACT,,1,300,300,NA,NA,NA,100
g313,1st Shrimp,INSIDE,,0,0,0,NA,-,-,0
g313,1st Shrimp,EDGE,,0,0,0,NA,-,-,0
g313,1st Shrimp,NEAR,,0,0,0,NA,-,-,0
g313,1st Shrimp,AWAY,,0,0,0,NA,-,-,0
g313,1st Shrimp,CONTACT,,0,0,0,NA,-,-,0
g313,1st Shrimp,APART,,0,0,0,NA,-,-,0
g313,1st Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g313,1st Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g313,2nd Goby,INSIDE,,0,0,0,NA,-,-,0
g313,2nd Goby,EDGE,,0,0,0,NA,-,-,0
g313,2nd Goby,NEAR,,0,0,0,NA,-,-,0
g313,2nd Goby,AWAY,,0,0,0,NA,-,-,0
g313,2nd Goby,CONTACT,,0,0,0,NA,-,-,0
g313,2nd Goby,APART,,0,0,0,NA,-,-,0
g313,2nd Goby,OUT OF FRME,,0,0,0,NA,-,-,0
g313,2nd Goby,BLACK EYES,,0,0,0,NA,-,-,0
g313,2nd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g313,2nd Shrimp,EDGE,,0,0,0,NA,-,-,0
g313,2nd Shrimp,NEAR,,0,0,0,NA,-,-,0
g313,2nd Shrimp,AWAY,,0,0,0,NA,-,-,0
g313,2nd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g313,2nd Shrimp,APART,,0,0,0,NA,-,-,0
g313,2nd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g313,2nd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g313,3rd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g313,3rd Shrimp,EDGE,,0,0,0,NA,-,-,0
g313,3rd Shrimp,NEAR,,0,0,0,NA,-,-,0
g313,3rd Shrimp,AWAY,,0,0,0,NA,-,-,0
g313,3rd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g313,3rd Shrimp,APART,,0,0,0,NA,-,-,0
g313,3rd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g313,3rd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g314,1st Goby,INSIDE,,0,0,0,NA,-,-,0
g314,1st Goby,OUT OF FRME,,0,0,0,NA,-,-,0
g314,1st Goby,AWAY,,1,38.872,38.872,NA,NA,NA,13
g314,1st Goby,APART,,5,66.155,13.231,10.984,32.607,14.786,22.1
g314,1st Goby,BLACK EYES,,5,91.02,18.204,4.134,38.344,33.592,30.3
g314,1st Goby,EDGE,,2,104.443,52.221,71.723,67.187,NA,34.8
g314,1st Goby,NEAR,,3,156.68,52.227,21.93,20.191,26.422,52.2
g314,1st Goby,CONTACT,,5,233.836,46.767,34.16,15.974,10.525,77.9
g314,1st Shrimp,INSIDE,,0,0,0,NA,-,-,0
g314,1st Shrimp,EDGE,,0,0,0,NA,-,-,0
g314,1st Shrimp,NEAR,,0,0,0,NA,-,-,0
g314,1st Shrimp,AWAY,,0,0,0,NA,-,-,0
g314,1st Shrimp,CONTACT,,0,0,0,NA,-,-,0
g314,1st Shrimp,APART,,0,0,0,NA,-,-,0
g314,1st Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g314,1st Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g314,2nd Goby,INSIDE,,0,0,0,NA,-,-,0
g314,2nd Goby,EDGE,,0,0,0,NA,-,-,0
g314,2nd Goby,NEAR,,0,0,0,NA,-,-,0
g314,2nd Goby,AWAY,,0,0,0,NA,-,-,0
g314,2nd Goby,CONTACT,,0,0,0,NA,-,-,0
g314,2nd Goby,APART,,0,0,0,NA,-,-,0
g314,2nd Goby,OUT OF FRME,,0,0,0,NA,-,-,0
g314,2nd Goby,BLACK EYES,,0,0,0,NA,-,-,0
g314,2nd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g314,2nd Shrimp,EDGE,,0,0,0,NA,-,-,0
g314,2nd Shrimp,NEAR,,0,0,0,NA,-,-,0
g314,2nd Shrimp,AWAY,,0,0,0,NA,-,-,0
g314,2nd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g314,2nd Shrimp,APART,,0,0,0,NA,-,-,0
g314,2nd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g314,2nd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g314,3rd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g314,3rd Shrimp,EDGE,,0,0,0,NA,-,-,0
g314,3rd Shrimp,NEAR,,0,0,0,NA,-,-,0
g314,3rd Shrimp,AWAY,,0,0,0,NA,-,-,0
g314,3rd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g314,3rd Shrimp,APART,,0,0,0,NA,-,-,0
g314,3rd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g314,3rd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g315,1st Goby,INSIDE,,0,0,0,NA,-,-,0
g315,1st Goby,OUT OF FRME,,0,0,0,NA,-,-,0
g315,1st Goby,EDGE,,1,16.252,16.252,NA,NA,NA,5.4
g315,1st Goby,BLACK EYES,,2,46.665,23.332,11.091,1.519,NA,15.6
g315,1st Goby,NEAR,,3,47.541,15.847,19.166,126.229,155.529,15.8
g315,1st Goby,APART,,6,49.863,8.311,7.851,50.027,25.758,16.6
g315,1st Goby,AWAY,,1,236.203,236.203,NA,NA,NA,78.7
g315,1st Goby,CONTACT,,5,250.127,50.025,25.758,8.44,8.924,83.4
g315,1st Shrimp,INSIDE,,0,0,0,NA,-,-,0
g315,1st Shrimp,EDGE,,0,0,0,NA,-,-,0
g315,1st Shrimp,NEAR,,0,0,0,NA,-,-,0
g315,1st Shrimp,AWAY,,0,0,0,NA,-,-,0
g315,1st Shrimp,CONTACT,,0,0,0,NA,-,-,0
g315,1st Shrimp,APART,,0,0,0,NA,-,-,0
g315,1st Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g315,1st Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g315,2nd Goby,INSIDE,,0,0,0,NA,-,-,0
g315,2nd Goby,EDGE,,0,0,0,NA,-,-,0
g315,2nd Goby,NEAR,,0,0,0,NA,-,-,0
g315,2nd Goby,AWAY,,0,0,0,NA,-,-,0
g315,2nd Goby,CONTACT,,0,0,0,NA,-,-,0
g315,2nd Goby,APART,,0,0,0,NA,-,-,0
g315,2nd Goby,OUT OF FRME,,0,0,0,NA,-,-,0
g315,2nd Goby,BLACK EYES,,0,0,0,NA,-,-,0
g315,2nd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g315,2nd Shrimp,EDGE,,0,0,0,NA,-,-,0
g315,2nd Shrimp,NEAR,,0,0,0,NA,-,-,0
g315,2nd Shrimp,AWAY,,0,0,0,NA,-,-,0
g315,2nd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g315,2nd Shrimp,APART,,0,0,0,NA,-,-,0
g315,2nd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g315,2nd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g315,3rd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g315,3rd Shrimp,EDGE,,0,0,0,NA,-,-,0
g315,3rd Shrimp,NEAR,,0,0,0,NA,-,-,0
g315,3rd Shrimp,AWAY,,0,0,0,NA,-,-,0
g315,3rd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g315,3rd Shrimp,APART,,0,0,0,NA,-,-,0
g315,3rd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g315,3rd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g316,1st Goby,INSIDE,,0,0,0,NA,-,-,0
g316,1st Goby,OUT OF FRME,,0,0,0,NA,-,-,0
g316,1st Goby,BLACK EYES,,0,0,0,NA,-,-,0
g316,1st Goby,AWAY,,2,1.766,0.883,0.891,43.511,NA,0.6
g316,1st Goby,EDGE,,5,47.575,9.515,9.546,44.203,47.177,15.9
g316,1st Goby,APART,,8,58.512,7.314,9.989,23.908,16.78,19.5
g316,1st Goby,CONTACT,,9,241.472,26.83,22.933,7.316,9.989,80.5
g316,1st Goby,NEAR,,7,250.646,35.807,41.212,7.636,9.564,83.5
g316,1st Shrimp,INSIDE,,0,0,0,NA,-,-,0
g316,1st Shrimp,EDGE,,0,0,0,NA,-,-,0
g316,1st Shrimp,NEAR,,0,0,0,NA,-,-,0
g316,1st Shrimp,AWAY,,0,0,0,NA,-,-,0
g316,1st Shrimp,CONTACT,,0,0,0,NA,-,-,0
g316,1st Shrimp,APART,,0,0,0,NA,-,-,0
g316,1st Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g316,1st Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g316,2nd Goby,INSIDE,,0,0,0,NA,-,-,0
g316,2nd Goby,EDGE,,0,0,0,NA,-,-,0
g316,2nd Goby,NEAR,,0,0,0,NA,-,-,0
g316,2nd Goby,AWAY,,0,0,0,NA,-,-,0
g316,2nd Goby,CONTACT,,0,0,0,NA,-,-,0
g316,2nd Goby,APART,,0,0,0,NA,-,-,0
g316,2nd Goby,OUT OF FRME,,0,0,0,NA,-,-,0
g316,2nd Goby,BLACK EYES,,0,0,0,NA,-,-,0
g316,2nd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g316,2nd Shrimp,EDGE,,0,0,0,NA,-,-,0
g316,2nd Shrimp,NEAR,,0,0,0,NA,-,-,0
g316,2nd Shrimp,AWAY,,0,0,0,NA,-,-,0
g316,2nd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g316,2nd Shrimp,APART,,0,0,0,NA,-,-,0
g316,2nd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g316,2nd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g316,3rd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g316,3rd Shrimp,EDGE,,0,0,0,NA,-,-,0
g316,3rd Shrimp,NEAR,,0,0,0,NA,-,-,0
g316,3rd Shrimp,AWAY,,0,0,0,NA,-,-,0
g316,3rd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g316,3rd Shrimp,APART,,0,0,0,NA,-,-,0
g316,3rd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g316,3rd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g317,1st Goby,INSIDE,,0,0,0,NA,-,-,0
g317,1st Goby,AWAY,,0,0,0,NA,-,-,0
g317,1st Goby,OUT OF FRME,,0,0,0,NA,-,-,0
g317,1st Goby,BLACK EYES,,0,0,0,NA,-,-,0
g317,1st Goby,APART,,2,9.787,4.894,0.158,105.249,NA,3.3
g317,1st Goby,EDGE,,4,49.748,12.437,9.921,47.583,33.972,16.6
g317,1st Goby,NEAR,,5,250.244,50.049,34.944,12.439,9.921,83.4
g317,1st Goby,CONTACT,,3,290.209,96.736,7.417,4.895,0.158,96.7
g317,1st Shrimp,INSIDE,,0,0,0,NA,-,-,0
g317,1st Shrimp,EDGE,,0,0,0,NA,-,-,0
g317,1st Shrimp,NEAR,,0,0,0,NA,-,-,0
g317,1st Shrimp,AWAY,,0,0,0,NA,-,-,0
g317,1st Shrimp,CONTACT,,0,0,0,NA,-,-,0
g317,1st Shrimp,APART,,0,0,0,NA,-,-,0
g317,1st Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g317,1st Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g317,2nd Goby,INSIDE,,0,0,0,NA,-,-,0
g317,2nd Goby,EDGE,,0,0,0,NA,-,-,0
g317,2nd Goby,NEAR,,0,0,0,NA,-,-,0
g317,2nd Goby,AWAY,,0,0,0,NA,-,-,0
g317,2nd Goby,CONTACT,,0,0,0,NA,-,-,0
g317,2nd Goby,APART,,0,0,0,NA,-,-,0
g317,2nd Goby,OUT OF FRME,,0,0,0,NA,-,-,0
g317,2nd Goby,BLACK EYES,,0,0,0,NA,-,-,0
g317,2nd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g317,2nd Shrimp,EDGE,,0,0,0,NA,-,-,0
g317,2nd Shrimp,NEAR,,0,0,0,NA,-,-,0
g317,2nd Shrimp,AWAY,,0,0,0,NA,-,-,0
g317,2nd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g317,2nd Shrimp,APART,,0,0,0,NA,-,-,0
g317,2nd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g317,2nd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g317,3rd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g317,3rd Shrimp,EDGE,,0,0,0,NA,-,-,0
g317,3rd Shrimp,NEAR,,0,0,0,NA,-,-,0
g317,3rd Shrimp,AWAY,,0,0,0,NA,-,-,0
g317,3rd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g317,3rd Shrimp,APART,,0,0,0,NA,-,-,0
g317,3rd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g317,3rd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g318,1st Goby,INSIDE,,0,0,0,NA,-,-,0
g318,1st Goby,AWAY,,0,0,0,NA,-,-,0
g318,1st Goby,APART,,0,0,0,NA,-,-,0
g318,1st Goby,OUT OF FRME,,0,0,0,NA,-,-,0
g318,1st Goby,BLACK EYES,,0,0,0,NA,-,-,0
g318,1st Goby,EDGE,,4,83.68,20.92,31.678,50.223,60.798,27.9
g318,1st Goby,NEAR,,4,216.313,54.078,50.237,5.252,5.649,72.1
g318,1st Goby,CONTACT,,1,300,300,NA,NA,NA,100
g318,1st Shrimp,INSIDE,,0,0,0,NA,-,-,0
g318,1st Shrimp,EDGE,,0,0,0,NA,-,-,0
g318,1st Shrimp,NEAR,,0,0,0,NA,-,-,0
g318,1st Shrimp,AWAY,,0,0,0,NA,-,-,0
g318,1st Shrimp,CONTACT,,0,0,0,NA,-,-,0
g318,1st Shrimp,APART,,0,0,0,NA,-,-,0
g318,1st Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g318,1st Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g318,2nd Goby,INSIDE,,0,0,0,NA,-,-,0
g318,2nd Goby,EDGE,,0,0,0,NA,-,-,0
g318,2nd Goby,NEAR,,0,0,0,NA,-,-,0
g318,2nd Goby,AWAY,,0,0,0,NA,-,-,0
g318,2nd Goby,CONTACT,,0,0,0,NA,-,-,0
g318,2nd Goby,APART,,0,0,0,NA,-,-,0
g318,2nd Goby,OUT OF FRME,,0,0,0,NA,-,-,0
g318,2nd Goby,BLACK EYES,,0,0,0,NA,-,-,0
g318,2nd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g318,2nd Shrimp,EDGE,,0,0,0,NA,-,-,0
g318,2nd Shrimp,NEAR,,0,0,0,NA,-,-,0
g318,2nd Shrimp,AWAY,,0,0,0,NA,-,-,0
g318,2nd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g318,2nd Shrimp,APART,,0,0,0,NA,-,-,0
g318,2nd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g318,2nd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g318,3rd Shrimp,INSIDE,,0,0,0,NA,-,-,0
g318,3rd Shrimp,EDGE,,0,0,0,NA,-,-,0
g318,3rd Shrimp,NEAR,,0,0,0,NA,-,-,0
g318,3rd Shrimp,AWAY,,0,0,0,NA,-,-,0
g318,3rd Shrimp,CONTACT,,0,0,0,NA,-,-,0
g318,3rd Shrimp,APART,,0,0,0,NA,-,-,0
g318,3rd Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g318,3rd Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
g319,1st Goby,INSIDE,,0,0,0,NA,-,-,0
g319,1st Goby,BLACK EYES,,0,0,0,NA,-,-,0
g319,1st Goby,NEAR,,7,84.331,12.047,14.407,35.945,30.891,28.1
g319,1st Goby,OUT OF FRME,,1,88.68,88.68,NA,NA,NA,29.6
g319,1st Goby,EDGE,,4,90.685,22.671,18.797,50.273,57.627,30.2
g319,1st Goby,AWAY,,2,124.972,62.486,39.971,56.218,NA,41.7
g319,1st Goby,CONTACT,,4,132.667,33.167,25.489,43.339,46.657,44.2
g319,1st Goby,APART,,4,167.326,41.832,38.214,21.07,9.808,55.8
g319,1st Shrimp,INSIDE,,0,0,0,NA,-,-,0
g319,1st Shrimp,EDGE,,0,0,0,NA,-,-,0
g319,1st Shrimp,NEAR,,0,0,0,NA,-,-,0
g319,1st Shrimp,AWAY,,0,0,0,NA,-,-,0
g319,1st Shrimp,CONTACT,,0,0,0,NA,-,-,0
g319,1st Shrimp,APART,,0,0,0,NA,-,-,0
g319,1st Shrimp,OUT OF FRME,,0,0,0,NA,-,-,0
g319,1st Shrimp,BLACK EYES,,0,0,0,NA,-,-,0
